School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
DSMS Group of Institution,"Dr Zakir Hussain Ave, Hudcomore, Bidhannagar, Durgapur, West Bengal 713206",713206,http://www.dsmsindia.org/,West Bengal,Schools,,,,,,,,,0343 253 6993,,,info@dsmsindia,info@dsmsindia.com,dsmsinstituteofnursing@gmail.com,9932077701,7407437777,7908524502,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Jadavpur University,"188, Raja Subodh Chandra Mallick Rd, Jadavpur University Campus Area, Jadavpur, Kolkata, West Bengal 700032",700032,http://www.jaduniv.edu.in/,West Bengal,Schools,,,,,,,,,Jagdeep Dhankhar,,,vc@admin.jdvu.ac.in,dean_fet@admin.jdvu.ac.in,hod.bengali@jadavpuruniversity.in,abdul.kafi@jadavpuruniversity.in,ananya.barua@jadavpuruniversity.in,asstregistrar1@jadavpuruniversity.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Calcutta High Court,"3, Esplanade Row W, B.B.D. Bagh, Kolkata, West Bengal 700001",700001,http://www.calcuttahighcourt.gov.in/,West Bengal,Schools,,,,,,,,,033 2248 7485,,,rghc_cal@rediffmail.com,calcuttahighcourtprotocol@gmail.com,calcuttahighcourtprotocol@nic.in,9830282362,advocategeneralwestbengal@gmail.com,jaysg1970@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vision International School,"56, TN Mukerjee Rd, Charaktala, Makhla, Uttarpara, West Bengal 712245",712245,http://www.visioninternationalschool.org/,West Bengal,Private Schoos,,,,,,,,,033 2664 4338,,,office@visioninternationalschool.net,inquiries@vis.qa,admissions@vis.qa,+91-9836988668,+91-9874574342,9836988668,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, PS Domjur, Near Dhulagarh Logistic Centre, NH 6, Dhulagori, Howrah, West Bengal 711302",711302,http://www.aisedu.org/,West Bengal,Private Schoos,,,,,,,,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,hr@aisedu,info@aisedu.org,admissions@aisedu.org,"transport@sanskritischool.edu.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Success Point Public School,"SK Para Ln, near UCO Bank Nibra Branch, Munshidanga, Bankra, Howrah, West Bengal 711403",711403,http://www.facebook.com/sppshowrah2017,West Bengal,Private Schoos,,,,,,,,,090519 84932,,,nasimul.sardar@gmail.com,spga2001@yahoo.com,info@thesucce,9051984932,9836507282,9422104992,"7042492963, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Calcutta International School,"724, Eastern Metropolitan Bypass, near Fortis Hospital, Anandapur, VIP Nagar, Kolkata, West Bengal 700107",700107,http://www.calcuttais.edu.in/,West Bengal,Private Schoos,,,,,,,,,070444 99660,,,c...@calcuttais.edu.in,admission@calcuttais.edu.in,contact@calcuttais.edu.in,917044499660,919836652141,917044499661,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Saraswati Devi International School,"Puabagan, Damodarpur, West Bengal 722146",722146,http://www.sdisbankura.org/,West Bengal,Private Schoos,,,,,,,,,074780 17777,,,contactus@sdisbankura.org,sdisbankura@gmail.com,pankojkrsarkar@rediffmail.com,+91-7478017777,7478019999,7477797971,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Saraswati Devi International School,"NH314, Manjura, West Bengal 722172",722172,http://www.sdisbankura.org/,West Bengal,Private Schoos,,,,,,,,,074780 17777,,,contactus@sdisbankura.org,sdisbankura@gmail.com,pankojkrsarkar@rediffmail.com,+91-7478017777,7478019999,7477797971,"7086055506, 7086055507, 7337329964, 7673822221, 7673822220, 7088100160, 9105244622, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Techno India Group Public School,"Dandapanitala, Ghatmore, Manipur Road, Nabadwip, West Bengal 741302",741302,http://tigpublicschool.org/,West Bengal,Private Schoos,,,,,,,,,097357 70455,,,tigps.garia@gmail.com,principal.mirab@gmail.com,tigps.silliguri@gmail.com,+91-9836127900,8918901669,9864028899,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Army Public School,"North Gate, Barrackpore Cantonment, Barrackpore, Kolkata, West Bengal 700120",700120,https://m.facebook.com/apsbkpofficial/?locale2=en_GB,West Bengal,Private Schoos,,,,,,,,,098749 19911,,,apstrivandrum@awesindia.edu.in,apspune01@gmail.com,apsnoida@awesindia.edu.in,7347004782,9988853338,soniruby@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Modern High School for Girls,"78, Syed Amir Ali Ave, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019",700019,http://www.mhsforgirls.edu.in/,West Bengal,Private Schoos,,,,,,,,,033 2287 5326,,,dkar@mhsforgirls.edu.in,office@mhsforgirls.edu.in,alumniofmhs@gmail.com,9133228753,9133228760,career.counsellor@mhsforgirls.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
DPS BURDWAN,"BUS STAND, 105, PC Mitra Ln, opposite to OLD TIN KONIA, Khosbagan, Bardhaman, West Bengal 713101",713101,http://www.dpsburdwan.com/,West Bengal,Private Schoos,,,,,,,,,090023 71111,,,info@dpsbdn.org,dpsbdn@yahoo.in,principal@dpsbdn.org,9332623227,8001916092,+91 - 9332623227,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
South Point High School,"82/7A, Ballygunge Pl, Ballygunge Place, Ballygunge, Kolkata, West Bengal 700019",700019,http://www.southpoint.edu.in/,West Bengal,Private Schoos,,,,,,,,,033 2440 5042,,,jsolomon@southpoint.org.in,accounts.sps@southpoint.edu.in,office.sps@southpoint.edu.in,bookshop@southpoint.edu.in,xxxx@southpoint.edu.in,sphs@southpoint.org.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St.Paul's Academy,"NH 2, Pamra, Bambattala More, Joteram, Bardhaman, West Bengal 713104",713104,https://www.stpaulsacademybwn.org/,West Bengal,Private Schoos,,,,,,,,,0342 324 4455,,,stpacademy@rediffmail.com,stpaulsacademyhajipur@gmail.com,spaburdwan@gmail.com,9958472707,7290093423,+91-9675964597,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sacred Heart School,West Bengal 723121,723121,http://shsadra.in/,West Bengal,Private Schoos,,,,,,,,,03251 244 386,,,contactsacredheartchd@gmail.com,info@sacredheartschoolludhiana.com,info@sacredheartschool,91-9501626485,8605433000,8605533000,"919731998888, 919880801188, +91-7022415035, +91-9008839730, +91-9902090303, +91-9953364444, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Swami Vivekananda Centre For Learning,"162, Central Road, Anandapuri, Barackpore, opposite Baroda Villa, Kolkata, West Bengal 700122",700122,http://www.facebook.com/svclbkp,West Bengal,Private Schoos,,,,,,,,,072780 78070,,,svcollege06@gmail.com,info@sverc.org,ves@ves.ac.in,+91-7744996620,+91-7551115511,9046952758,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Akshar School,"35, Diamond Harbour Rd, Majherhat, Mominpore, Kolkata, West Bengal 700027",700027,http://www.aksharschool.org/,West Bengal,Private Schoos,,,,,,,,,033 2449 2810,,,info@aksharschoolrajkot.org,aksharschool@yahoo.com,akshar1998@gmail.com,9163250668,9133244928,9133244938,"8376073000, 9711004748, +91-8448897662, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kendriya Vidyalaya GC CRPF,"CRPF Rd, CRPF Group Centre, Durgapur, West Bengal 713214",713214,https://crpfdurgapur.kvs.ac.in/,West Bengal,Private Schoos,,,,,,,,,0343 250 3209,,,kvamerigogcrpf@kvsedu.org,kvcrpf@gmail.com,kvgccrpfsonipat@gmail.com,kvmiransahib@gmail.com,ppl.mokamghatcrpf@kvs.gov.in,ppl.agartalacrpf@kvs.gov.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, Katlia-Nibra NH-6 Connector Rd, Andul, Alamgir, West Bengal 711302",711302,http://www.aisedu.org/,West Bengal,Private Schoos,,,,,,,,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,hr@aisedu,info@aisedu.org,admissions@aisedu.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Indo Kids International School,"S.N. Ghosh Avenu Road, Elachi (near select house), Narendrapur, Kolkata, West Bengal 700103",700103,http://www.indokids.in/,West Bengal,Kids School,,,,,,,,,096749 79729,,,info@indokids.in,internationalindokids19@gmail.com,indokidschool@gmail.com,9902666413,9674979729,7044357740,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Genius Kids,"BD 34, Sector-1, Salt Lake City, Kolkata, West Bengal 700064",700064,http://www.geniuskidsindia.com/,West Bengal,Kids School,,,,,,,,,099030 85642,,,geniuskidsscl@gmail.com,contact@geniuskidsacademy.in,jane@geniuskidsonline.com,9979170807,9769523570,9151615715,"9999700581, 9999700563, 9999700468, 9811247700, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"14, Watkins Lane, Gokul Apartment Backside, Beside St. Helen School, Near Howrah A.C. Market, Howrah, West Bengal 711101",711101,http://www.kkel.com/,West Bengal,Kids School,,,,,,,,,080170 12600,,,franchise@kangarookids.co.in,andheri.sherepunjab@kangarookids.co.in,wadala@kangarookids.co.in,+91-9879001947,prayagraj.bh@kangarookids.co.in,parel.east@kangarookids.co.in,"8376073000, 9711004748, +91-8448897662, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Genius Kids,"D-38, Kalachand Para, Bose Para, Vivek Park, Garia, Kolkata, West Bengal 700084",700084,http://www.geniuskidsindia.com/,West Bengal,Kids School,,,,,,,,,099039 12042,,,geniuskidsscl@gmail.com,contact@geniuskidsacademy.in,jane@geniuskidsonline.com,9979170807,9769523570,9151615715,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
TIME Kids Preschool,"Binodini homoeo sadan, Bkp road, Noapara Road, Barasat, Kolkata, West Bengal 700125",700125,https://timekidspreschoolbarasat.business.site/,West Bengal,Kids School,,,,,,,,,070039 23797,,,rajakilpakkam@timekidspreschools,agslayout@timekidspreschools.com,abhishikta@timekidspreschools.com,8019764243,9789998830,7010206656,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SISTER NIVEDITA KIDS SCHOOL,"Bhenpur, 713141, Shyamsundarpur, West Bengal 713141",713141,http://www.bcswngo.org/our-school/,West Bengal,Kids School,,,,,,,,,087686 77396,,,contact@snschool.com,contact@sisterniveditaschool.com,sisternivedita1898@gmail.com,8096738855,9641972885,9002105538,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"3, Chowringhee Terrace,, Near Gol Mandir- Gokhale Road, Bhawanipur, Kolkata, West Bengal 700020",700020,http://www.kkel.com/,West Bengal,Kids School,,,,,,,,,097484 00100,,,franchise@kangarookids.co.in,andheri.sherepunjab@kangarookids.co.in,wadala@kangarookids.co.in,+91-9879001947,prayagraj.bh@kangarookids.co.in,parel.east@kangarookids.co.in,"transport@sanskritischool.edu.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Bagnan,"Plot No. 64, Ground Floor, Mouza Khalor, ND Block Road, Bagnan, West Bengal 711303",711303,http://www.kidzee.com/,West Bengal,Kids School,,,,,,,,,097352 21061,,,idzee3649@kidzee.com,kidzee.habra@gmail.com,rockyjais@yahoo.co.in,9735221061,919735221061,8373012132,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates – Madhyamgram,"Basunagore, Balai Mondal Sarani, Municipality, Madhyamgram., North 24 Parganas, West Bengal 700129",700129,http://www.littlelaureates.com/,West Bengal,Kids School,,,,,,,,,084202 36203,,,madhyamgram@littlelaureates.com,kasba@littlelaureates.com,info@littlelaureates.com,8420236203,8420009170,+91-8420009160,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Lake town,"772, 1, Lake Town Rd, Block A, Lake Town, Kolkata, West Bengal 700089",700089,http://www.kidzee.com/west-bengal/kolkata/best-play-school-the-play-house-lake-town,West Bengal,Kids School,,,,,,,,,098308 42469,,,kidzee1733@kidzee.com,theplayhousekidzee14939@gmail.com,theplayhousekidzee14939@gmail.c,9674566148,9830842469,919830842469,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Rishra,"144/2, Subash Nagar, old electric office,, rishra, kolkata, West Bengal 712250",712250,http://www.kidzee.com/west-bengal/rishra/best-play-school-rishra,West Bengal,Kids School,,,,,,,,,096811 19724,,,subhendu.banerjee2012@gmail.com,kidzee594@kidzee.com,kidzee444@kidzee.com,8697119230,9899104337,919681119724,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Andul,"P.S, Pramila Bhavan, P. C. Roy Road Andul Station Road Duillya, Sankrail, Howrah, West Bengal 711302",711302,http://www.kidzee.com/,West Bengal,Kids School,,,,,,,,,033 2669 2478,,,kidzee1012@kidzee.com,idzee3631@kidzee.com,kidzee805@kidzee.com,8017708981,9831052038,9038027262,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates – Behala Gardens,"104/1/26, Satyen Roy Rd, Indrajit Pally, Behala, Kolkata, West Bengal 700034",700034,http://www.littlelaureates.com/,West Bengal,Kids School,,,,,,,,,070440 26391,,,kasba@littlelaureates.com,behalagardens@littlelaureates.com,bijoygarh@littlelaureates.com,8017060316,9433415560,9007340352,"8802752000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Liluah,"E/1, 266, Grand Trunk Rd, Liluah, Howrah, West Bengal 711204",711204,http://www.facebook.com/KidzeeLiluah,West Bengal,Kids School,,,,,,,,,098310 31436,,,kidzee.liluah@gmail.com,idzee3419@kidzee.com,info@entranceindia.com,9831031436,919903970180,919836789497,"9999700581, +91-9999700563, 9999700468, 9999700821, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
LittleMillennium -Kankurgachi - Kolkata,"P 64/A CIT Road Scheme 6M, near VIP Market, Kolkata, West Bengal 700054",700054,http://www.littlemillennium.com/,West Bengal,Kids School,,,,,,,,,099033 42483,,,littlemillennium.laketown@gmail.com,sharmistha.medha@gmail.com,hazra@littlemillennium.com,7003131544,9836228486,919830304742,"919731998888, 919880801188, +91-7022415035, +91-9008839730, +91-9902090303, +91-9953364444, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Barrackpore,"SN Banerjee Rd, Kolkata, West Bengal 700120",700120,http://www.kidzee.com/,West Bengal,Kids School,,,,,,,,,090514 16843,,,kidzee_dunlop@yahoo.co.in,enquiry@admission24.com,hr@zeelearn.com,9432844881,9051416843,7044153181,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Burdwan,"Kachhari Road, Near Yuva Computer Centre, Badamtala, Kalibazar, Bardhaman, West Bengal 713101",713101,http://www.kidzee.com/,West Bengal,Kids School,,,,,,,,,097753 01150,,,kidzee.burdwan@gmail.com,kidzee.burdwan@gmail,idzee3288@kidzee.com,9434201620,8900187070,9647857999,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Millennium Madhyamgram,"2 no, Debigarh 2nd Ln, Basunagar, Madhyamgram, Kolkata, West Bengal 700129",700129,https://little-millennium-madhyamgram.business.site/?utm_source=gmb&utm_medium=referral,West Bengal,Kids School,,,,,,,,,090512 52654,,,north.enquiry@littlemillennium.com,south.enquiry@littlemillennium.com,east.enquiry@littlemillennium.com,+91-9582598144,+91-9731322777,+91-9962556555,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
