School Name,Address,Pincode,Website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Website,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Gopal Gurukul International School,"Bhatenda Rajarhat, near Rajarhat Bazar, Kolkata, West Bengal 700135",700135.0,https://www.ggisrajarhat.org/,West Bengal,International School,,,,,,,,,085839 31778,,,partner@leadschool.in,info@ggisrajarhat.org,gurukul.international@rediffmail.com,8001032863,8979900361,8979900362,"9896419610, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Gopal Gurukul International School,"Bhatenda, Rajarhat, Near Rajarhat Bazar, West Bengal 700135",700135.0,http://www.ggisrajarhat.org/,West Bengal,International School,,,,,,,,,098313 83209,,,partner@leadschool.in,info@ggisrajarhat.org,gurukul.international@rediffmail.com,8001032863,8979900361,8979900362,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Kalyani Public School, Salt Lake","CL 25 & 26, DD Block, Sector II, Bidhannagar, Kolkata, West Bengal 700064",700064.0,http://kpssaltlake.com/,West Bengal,International School,,,,,,,,,033 2358 5299,,,principal.kpssaltlake@gmail,principal.kpssaltlake@gmail.com,kpublicschool@gmail.com,9007627566,9875333264,8777035592,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Indo Kids International School,"S.N. Ghosh Avenu Road, Elachi (near select house), Narendrapur, Kolkata, West Bengal 700103",700103.0,http://www.indokids.in/,West Bengal,International School,,,,,,,,,096749 79729,,,info@indokids.in,internationalindokids19@gmail.com,indokidschool@gmail.com,9902666413,9674979729,7044357740,"8802752000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St Francis International School,"P-188, CIT Scheme IVM,, Suren Sarkar Road,, Kolkata, West Bengal 700010",700010.0,http://www.francisinternational.org/,West Bengal,International School,,,,,,,,,033 2363 3015,,,contact@sfsindirapuram.com,parents@edunexttechnologies,info@stfrancisinternationalschool.com,7358409127,9840740553,9710888252,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
BRIGHTON INTERNATIONAL SCHOOL,"BORBORIA,POST-JAGANATHPUR, Barasat - Petrapole Rd, Duttapukur, West Bengal 700126",700126.0,http://brightoninternationalschool.org/,West Bengal,International School,,,,,,,,,073884 27341,,,info@brightoninternational.in,info@brighton.edu.my,finance@brighton.edu.my,7712426879,7712426879,9752597535,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, Katlia-Nibra NH-6 Connector Rd, Andul, Alamgir, West Bengal 711302",711302.0,http://www.aisedu.org/,West Bengal,International School,,,,,,,,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,hr@aisedu,info@aisedu.org,admissions@aisedu.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
International School of Business & Media,"Kadampukur Village, Newtown, New Town, West Bengal 700156",700156.0,http://www.isbm.ac.in/,West Bengal,International School,,,,,,,,,079804 24283,,,vinod.belgaum@gmail.com,drbajaj04@gmail.com,padmanabhanvb@gmail.com,8530093456,7757029573,7420018855,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Alhoda International School,"Bankra, Nibra, West Bengal 711302",711302.0,https://www.alhoda.in/,West Bengal,International School,,,,,,,,,078380 22418,,,email@alhoda,email@alhoda.in,myalhudaschool@gmail.com,8274022418,7838022418,9831822418,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
International Public School,"142, Jessore Rd, Sukanta Nagar, Michael Nagar, Madhyamgram, Kolkata, West Bengal 700133",700133.0,http://ipskol.com/,West Bengal,International School,,,,,,,,,033 2567 6329,,,isen48@yahoo.com,nipschool121@gmail,gvips.nd@gmail.com,9088850002,9088850003,9830200039,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sharanya Narayani International School,"PO), Off, #232/1, Thoranahalli, Malur - Byranahalli Rd, near Hoskote, Whitefield, Karnataka 563130",563130.0,https://snis.edu.in/,West Bengal,International School,,,,,,,,,080 4662 9500,,,inquire@snis.edu.in,admissions@snis.edu.in,admissions@snis,7760917272,7760917373,9901560066,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mount Litera Zee School Howrah,"Panchla Kalitala Crossing, National Highway 6, Surikhali, West Bengal 711322",711322.0,http://mountliterahowrah.edu.in/,West Bengal,Boarding school,,,,,,,,,098743 92222,,,principal.howrah@mountlitera.com,mlzshowrah@gmail.com,principal@mountliterahowrah,9874392222,8697736766,919874392222,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sarada Mission Sikshan Mandir,"Masagram Station Bazar, Masagram, Burdwan, West Bengal 713401",713401.0,http://saradamissionsikshanmandir.org/,West Bengal,Boarding school,,,,,,,,,097320 50248,,,sikshanmandir@gmail.com,rksmsikshamandir@gmail.com,jagatjananisaradamission@gmail,9732050248,9432491442,919732050248,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Mary's English School,"Aishtala, Ranaghat, West Bengal 741201",741201.0,http://www.stmarysenglishschool.org/,West Bengal,Boarding school,,,,,,,,,081450 01177,,,stmarysranaghat@gmail.com,stmaryschakdaha@gmail.com,info@stmaryschool.in,9934344676,8145001177,8373089545,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Sacred Heart School,"P.S. Matigara, Panchanand Sarani Road P.O. New Rangia, Siliguri, West Bengal 734013",734013.0,https://sacredheartsiliguri.com/,West Bengal,Boarding school,,,,,,,,,090832 94611,,,contactsacredheartchd@gmail.com,info@sacredheartschoolludhiana.com,info@sacredheartschool,91-9501626485,8605433000,8605533000,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Augustine's School,"Upper Sirubari, Giddha Pahar, Kurseong, West Bengal 734203",734203.0,https://www.staugustine.co.in/,West Bengal,Boarding school,,,,,,,,,0354 233 8120,,,sasvasai.principal@gmail.com,mail@stahigh.org,lstangle@staugustineschool.org,7875071519,7039363384,8023533667,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
PIS International School,"Nachan Road, Kamalpur, Durgapur, 713204",713204.0,http://www.purvinternationalschool.com/,West Bengal,Boarding school,,,,,,,,,090025 09493,,,bsspisggn@gmail.com,info@pis.edu.pk,admissions@pis.edu.pk,8448293021,8448293023,8448293024,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Central Model School,"23, River Side Rd, Barrackpore, Kolkata, West Bengal 700120",700120.0,http://www.cmsbarrackpore.org/,West Bengal,Boarding school,,,,,,,,,033 2593 5121,,,info@cmsbarrackpore.org,amtalacms@gmail.com,johndoe@cmsbarrackpore.org,9830588536,8100265454,9674850783,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"Kamarbari Road, Behind TCS Eco Space, New Town, Rajarhat, 24 Parganas, North Kolkata, Kolkata, West Bengal 700135",700135.0,http://www.narayanaschools.in/,West Bengal,Boarding school,,,,,,,,,090516 89589,,,info@narayanagroup.com,rajnagar@narayanagroup.com,blrkag.etechno@narayanagroup,+91-8744068981,8373915146,9866073972,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
G.D. Goenka Public School,"Dhukuria, New Chumta, Dagapur, Siliguri, West Bengal 734009",734009.0,http://www.gdgoenkaschool.in/,West Bengal,Boarding school,,,,,,,,,098000 16008,,,school@gdgoenka.com,info@gdgoenkamodeltown.com,gdgoenkalko@yahoo,9871600060,9871600061,9871600062,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"LAND NURSING HOME, NARAYANA SCHOOL, 47, Bahir Sarbamangala Para Rd, NEAR DREEAM, RENAISSANPA TOWNSHIP, Bardhaman, West Bengal 713104",713104.0,http://www.narayanaschools.in/,West Bengal,Boarding school,,,,,,,,,1800 102 3344,,,info@narayanagroup.com,rajnagar@narayanagroup.com,blrkag.etechno@narayanagroup,+91-8744068981,8373915146,9866073972,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
DPS BURDWAN,"BUS STAND, 105, PC Mitra Ln, opposite to OLD TIN KONIA, Khosbagan, Bardhaman, West Bengal 713101",713101.0,http://www.dpsburdwan.com/,West Bengal,Boarding school,,,,,,,,,090023 71111,,,info@dpsbdn.org,dpsbdn@yahoo.in,principal@dpsbdn.org,9332623227,8001916092,7407400505,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, PS Domjur, Near Dhulagarh Logistic Centre, NH 6, Dhulagori, Howrah, West Bengal 711302",711302.0,http://www.aisedu.org/,West Bengal,Boarding school,,,,,,,,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,hr@aisedu,info@aisedu.org,admissions@aisedu.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mongrace Montessori House,"1, Short Street, Park Street, Park Street, Kolkata, 700016",700016.0,http://www.mongrace.in/,West Bengal,Boarding school,,,,,,,,,033 2290 4289,,,mongrace1984@gmail.com,sumansood1959@yahoo.com,mongracenewtown@gmail.com,8017026905,9830266677,9903889339,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Delhi Public School (Joka ) South Kolkata,"Gazipur (Keyatalahat), Bakra Hat Road, P.O - Kanganberia, South 24 Parganas, Bishnupur, West Bengal 743503",743503.0,http://www.dpsjoka.com/,West Bengal,Boarding school,,,,,,,,,033 2498 1046,,,info@dpsjokasouthkolkata.com,accounts@dpsjokasouthkolkata.com,admission@dpsjokasouthkolkata.com,transport@dpsjokasouthkolkata.com,info@dpsjoka.com,info@dpsjokasouthkolkata,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
The Scottish Church Collegiate School,"73, Bidhan Sarani, Goa Bagan, Ward Number 16, Kolkata, West Bengal 700006",700006.0,http://sccskolkata.in/,West Bengal,School,,,,,,,3923 crore,,033 2555 7006,,,info.sccskolkata@gmail.com,tic@scottishchurch.ac.in,sccs.kol@gmail.com,7980837093,9883268781,9830694353,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Carmel School, Kolkata","Budge Budge Trunk Road, Maheshtala, Parbangla, Budge Budge, Kolkata, West Bengal 700137",700137.0,http://chskolkata.in/chs/index.php,West Bengal,School,,,,,,,3 crore,,033 2480 0295,,,chskolkata@gmail.com,carmelschooldp@gmail.com,kecarmelbehala@gmail.com,9836401746,8335802827,9830318494,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vivekananda Mission School,"13, Vivek Ville Opposite IIM Pailan, P.O, Joka, Kolkata, West Bengal 700104",700104.0,http://vms.edu.in/,West Bengal,School,,,,,,,2.5 crore,,033 2970 1949,,,info@vms.edu.in,mecvmhs@gmail.com,info@vmhschool.com,7596949952,7439400724,admin@vms.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mount Hermon School,"Darjeeling North Point School Alumni Association, main building, st.joseph school, Lebong Cart Rd, Singamari, Darjeeling, West Bengal 734104",734104.0,http://www.mhsdarj1895.org/,West Bengal,School,,,,,,,2 crore,,095470 78819,,,mhsdarj@gmail.com,admission@nmhschool.org,info@nmhschool.org,+91-9333082819,9333982819,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Andrews Public School,"A/E/1, Rajarhat Main Rd, Sahabagan, Jyangra Pallyshree, Jyangra, Baguiati, Kolkata, West Bengal 700059",700059.0,https://www.andrewspublicschool.com/,West Bengal,School,,,,,,,1/2 crore,,033 2570 7154,,,st.andrewspublicschool.org@gmail.com,standrewschool@rediffmail.com,,9311668860,9311668861,9891060058,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
BBIT Public School CBSE board,"Unnamed Road, Nishchintapur, Budge Budge, West Bengal 700137",700137.0,http://www.bbitpublicschool.com/,West Bengal,School,,,,,,,4 crore,,033 2482 0676,,,school@bbit.edu.in,principalschool@bbit.edu.in,contact@bbit.edu.in,8420116666,8420123333,8100075724,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Jibreel International School,"1, Samsul Huda Rd, near Quest mall, Park Circus, Ballygunge, Kolkata, West Bengal 700017",700017.0,http://jibreelinternationalschool.com/contact.php,West Bengal,School,,,,,,,2 crore,,089813 11766,,,jibreelinternationalschool@gmail.com,hr@jibreelinternationalschool.com,,8981311766,9831072483,8961444451,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
calcutta boys school,"sn banerjeee road, Cossipore, Lalbajar, College Square, Kolkata, West Bengal 700012",700012.0,http://www.calcuttaboysschool.edu.in/,West Bengal,School,,,,,,,4 crore,,,,,cbsbel@calcuttaboysschools.org,calcuttaboysschoolasansol@gmail.com,calcuttaboysschool@gmail.com,support@calcuttaboysschool.edu.in,cbsbel@calcuttaboysschool.org,cbsmain@calcuttaboysschools.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School Maheshtala,"Shibrampur Road, Behind Green Field City, Mahestala, Kolkata, West Bengal 700143",700143.0,http://www.narayanaschools.in/,West Bengal,School,,,,,,,1/2 crore,,1800 102 3344,,,narayanawbcbse@gmail.com,wbmaheshtala.etechno@narayanagroup,info@narayanagroup.com,9830561616,info@entranceindia.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Burdwan Model School,"Katwa Bardhaman Rd, Dewandighi, Mirzapur, West Bengal 713102",713102.0,https://www.burdwanmodelschool.ac.in/,West Bengal,School,,,,,,,3932 crore,,0342 262 3368,,,oaer.bms@gmail.com,info@burdwanmodelschool.ac.in,,917407400505,9734888149,7407400505,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Uttarpara Govt. High School,"262, Grand Trunk Rd, Kotrung, Uttarpara, West Bengal 712258",712258.0,http://www.uttarparagovtschool-esa.org/,West Bengal,School,,,,,,,1/2 crore,,080132 82307,,,admin@uttarparagovtschool-esa.org,ughsesa2014@gmail.com,info@sparkgroup.in,8013282307,919433457826,+91 - 8967968526,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SHEMFORD FUTURISTIC SCHOOL,"Goda P, West Bengal 713102",713102.0,http://shemfordburdwan.com/,West Bengal,School,,,,,,,1/2 crore,,070471 28077,,,admissions@gurugram.shemford.com,auraiya.shemford@gmail,guwahati@shemford.com,8001727777,8001728888,+91-7017941785,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Bliss Age,"St Xaviers School Road, Nibedita Pally, Bara Nilpur, Bardhaman, West Bengal 713101",713101.0,http://www.blissage.org/,West Bengal,School,,,,,,,3 crore,,095934 54545,,,mail.blissage@gmail.com,blissageschool@gmail.com,ajit.bhatta@gmail.com,care@bliss-tree.in,hello@bliss.org.uk,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
